Film_title,Release_year,Director,Cast,Average_rating,Owner_rating,Genres,Runtime,Countries,Original_language,Spoken_languages,Description,Studios,Watches,List_appearances,Likes,Fans,½,★,★½,★★,★★½,★★★,★★★½,★★★★,★★★★½,★★★★★,Total_ratings,Film_URL,List_URL
The Brutalist,2024,Brady Corbet,"['Adrien Brody', 'Felicity Jones', 'Guy Pearce', 'Joe Alwyn', 'Raffey Cassidy', 'Stacy Martin', 'Emma Laird', 'Isaach de Bankolé', 'Alessandro Nivola', 'Benett Vilmányi', 'Michael Epp', 'Jonathan Hyde', 'Peter Polycarpou', 'Salvatore Sansone', 'Ariane Labed', 'Dóra Sztarenki', 'Anna Mészöly', 'Abigél Szőke', 'Mariann Hermányi', 'Hermina Fátyol', 'Zsolt Páll', 'András Borgula', 'Dávid Puskás', 'Jeremy Wheeler', 'Jaymes Butler', 'Matt Devere', 'Natalie Shinnick', 'Stephen Saracco', 'Peter Linka', 'Robert Jackson', 'Levente Orbán', 'Yasir Arafat Rahim']",4.12,nan,['Drama'],215,"['UK', 'USA']",English,"['English', 'Hebrew (modern)', 'Hungarian', 'Italian', 'Yiddish']","Escaping post-war Europe, visionary architect László Tóth arrives in America to rebuild his life, his work, and his marriage to his wife Erzsébet after being forced apart during wartime by shifting borders and regimes. On his own in a strange new country, László settles in Pennsylvania, where the wealthy and prominent industrialist Harrison Lee Van Buren recognizes his talent for building. But power and legacy come at a heavy cost.","['Brookstreet Pictures', 'Kaplan Morrison', 'Intake Films', 'Andrew Lauren Productions', 'Lipsync Productions', 'Richmond Pictures', 'Meyohas Studio', 'Carte Blanche', 'Pierce Capital Entertainment']",42244,38940,16092,514,120,157,147,518,778,1984,3738,9226,9137,7308,33113,https://letterboxd.com/film/the-brutalist/,https://letterboxd.com/films/ajax/popular/this/year/
The Dark Knight,2008,Christopher Nolan,"['Christian Bale', 'Heath Ledger', 'Aaron Eckhart', 'Michael Caine', 'Maggie Gyllenhaal', 'Gary Oldman', 'Morgan Freeman', 'Monique Gabriela Curnen', 'Ron Dean', 'Cillian Murphy', 'Chin Han', 'Nestor Carbonell', 'Eric Roberts', 'Ritchie Coster', 'Anthony Michael Hall', 'Keith Szarabajka', 'Colin McFarlane', 'Joshua Harto', 'Melinda McGraw', 'Nathan Gamble', 'Michael Vieau', 'Michael Stoyanov', 'William Smillie', 'Danny Goldring', 'Michael Jai White', ""Matthew O'Neill"", 'William Fichtner', 'Olumiji Olawumi', 'Greg Beam', 'Erik Hellman', 'Beatrice Rosen', 'Vincenzo Nicoli', 'Edison Chen', 'Nydia Rodriguez Terracina', 'Andy Luther', 'James Farruggio', 'Tom McElroy', 'Will Zahrn', 'James Fierro', 'Patrick Leahy', 'Sam Derence', 'Jennifer Knox', 'Patrick Clear', 'Sarah Jayne Dunn', 'Charles Venn', 'Winston Ellis', 'David Dastmalchian', 'Sophia Hinshelwood', 'Keith Kupferer', 'Joseph Luis Caballero', 'Richard Dillane', 'Daryl Satcher', 'Chris Petschler', 'Aidan Feore', 'Philip Bulcock', 'Paul Birchard', 'Walter Lewis', 'Vincent Riotta', 'Nancy Crane', 'K. Todd Freeman', 'Matt Shallenberger', 'Michael Andrew Gorman', 'Lanny Lutz', 'Peter DeFaria', 'Matt Rippy', 'Andrew Bicknell', 'Ariyon Bakare', 'Doug Ballard', 'Helene Maksoud', 'Tommy Campbell', 'Craig Heaney', 'Lorna Gayle', 'Lisa McAllister', 'Peter Brooke', 'Joshua Rollins', 'Dale Rivera', 'Matthew Leitch', 'Tommy Lister Jr.', 'Thomas Gaitsch', 'William Armstrong', 'Adam Kalesperis', 'Tristan Tait', 'Bronson Webb', 'David Ajala', 'Gertrude Kyles', 'Jonathan Ryland', 'James Scales', 'Nigel Carrington', 'Ian Pirie', 'Lateef Lovejoy', 'Grahame Edwards', 'Roger Monk', 'Ronan Summers', 'Wai Wong', 'Michael Corey Foster', 'Hannah Gunn', 'Brandon Lambdin', 'Matt Skiba', 'Jon Lee Brody', 'Debbi Burns', 'Maritza Cabrera', 'Shirin Caiola', 'Laura Chernicky', 'Henry Milton Chu', 'Kelli Clevenger', 'Richard Divizio', 'Tony Domino', 'David Fultz', 'Natalie Hallam', 'Jordon Hodges', 'Erron Jay', 'Nicky Katt', 'Thomas Kosik', 'Don Kress', 'Tim Krueger', 'Dan Latham', 'Tom McComas', 'James Mellor', 'Joseph Oliveira', 'Buster Reeves', 'Peter Rnic', 'Amit Shah', 'Michelle Shields', 'Sofiya Smirnova', 'Bruce Spielbauer', 'Robert Patrick Stern', 'Robert Stone', 'Richard Strobel', 'Tom Townsend', 'John Turk', 'John Warman', 'Chris Wilson', 'Kevin Zaideman', 'Rob Clark', 'Craig Braginsky', 'Mike Whyte', 'Tina Simmons', 'Rick Avery']",4.48,nan,"['Action', 'Drama', 'Thriller', 'Crime']",152,"['UK', 'USA']",English,"['English', 'Chinese']","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","['DC', 'Legendary Pictures', 'Syncopy', 'Isobel Griffiths', 'Warner Bros. Pictures']",4146643,770001,1844760,101000,1882,4807,2586,17838,16318,124353,137664,629887,468043,1340143,2743521,https://letterboxd.com/film/the-dark-knight/,https://letterboxd.com/films/ajax/popular/this/year/
Forrest Gump,1994,Robert Zemeckis,"['Tom Hanks', 'Robin Wright', 'Gary Sinise', 'Sally Field', 'Mykelti Williamson', 'Michael Conner Humphreys', 'Hanna Hall', 'Haley Joel Osment', 'Siobhan Fallon Hogan', 'Rebecca Williams', 'Bob Penny', 'Harold G. Herthum', 'George Kelly', 'John Randall', 'Sam Anderson', 'Margo Moorer', 'Ione M. Telech', 'Christine Seabrook', 'John Worsham', 'Peter Dobson', 'Alexander Zemeckis', 'Logan Livingston Gomez', 'Ben Waddel', 'Elizabeth Hanks', 'Tyler Long', 'Christopher Jones', 'Grady Bowman', 'Kevin Mangan', 'Fay Genens', 'Frank Geyer', 'Rob Landry', 'Jason McGuire', 'Pete Auster', 'Sonny Shroyer', 'Brett Rice', 'Ed Davis', 'Daniel C. Striepeke', 'Bruce Lucvia', 'David Brisbin', 'Kirk Ward', 'Angela Lomas', 'Timothy Record', 'Deborah McTeer', 'Mark Matheisen', 'Al Harrington', 'Jed Gillin', 'Bob Harks', 'Don Fischer', 'Kenneth Bevington', 'Michael Flannery', 'Gary Robinson', 'Marlena Smalls', 'Kitty K. Green', 'Afemo Omilami', 'Matt Wallace', 'Danté McCarthy', 'Paulie DiCocco', 'Mike Jolly', 'Michael Kemmerling', 'John Voldstad', 'Jeffrey Winner', 'Russ Wilson', 'Daniel J. Gillooly', 'Calvin Gadsden', 'Aaron Izbicki', 'Michael Burgess', 'Steven Griffith', 'Bill Roberson', 'Michael McFall', 'Eric Underwood', 'Steve DeRelian', 'Byron Minns', 'Stephen Bridgewater', 'Bonnie Ann Burgess', 'Scott Oliver', 'John William Galt', 'Hilary Chaplain', 'Isabel Rose', 'Jay Ross', ""Richard D'Alessandro"", 'Dick Stilwell', 'Kevin Davis', 'Michael Jace', 'Geoffrey Blake', 'Tim Perry', 'Vanessa Roth', 'Emily Carey', 'Paul Raczkowski', 'Valentine', 'Dick Cavett', 'Joe Stefanelli', 'Tiffany Salerno', 'Marla Sucharetza', 'Aloysius Gigl', 'Jack Bowden', 'Joe Alaskey', 'Lazarus Jackson', 'W. Benson Terry', 'Matt Rebenkoff', 'Peter Bannon', 'Joe Washington', 'Nora Dunfee', 'Natalie Hendrix Tate', ""Hallie D'Amore"", 'Jim Hanks', 'Chiffonye Cobb', 'Juan Singleton', 'Bobby Richardson', 'Michael Mattison', 'Lenny Herb', 'Charles Boswell', 'Timothy McNeil', 'Lonnie Hamilton', 'Teresa Denton', 'Kurt Russell', 'Mary Ellen Trainor', 'Robb Skyler', 'Michael J. Oliver', 'Bryan Hanna', 'Greg Brown', 'Brendan Shanahan', 'Troy Christian', 'Jacqueline Lovell', 'Zach Hanner', 'Aaron Michael Lacey', 'William Shipman', 'Zhuang Zedong', 'Eric Alan Wendell', 'George Wallace', 'John-Michael Steele', 'John Simmit', 'Michael Satterfield', 'Mark A. Rich', 'Ronald Reagan', 'Elvis Presley', ""Darrell O'Cook"", 'Richard Nixon', 'Neal MacMillan', 'Beau Lotterman', 'Andrew Lepper', 'John Lennon', 'Teddy Lane Jr.', 'Conor Kennelly', 'Robert F. Kennedy', 'John F. Kennedy', 'Jim Keller', 'Lyndon B. Johnson', 'Russ Isles', 'Jenny Inge Devaney', 'Bob Hope', 'John Glenn Harding', 'Jeanne Hanna', 'Ellsworth Hanna', 'Christopher James Hall', 'Leigh Goodoff', 'Michael Garvey', 'Gerald Ford', 'James Ent', 'Ryan Duncan', 'Jim Damron', 'Darren W. Conrad', 'John Connally', 'Dick Clark', 'Daniel Chamblin', 'Clint Calvert', 'Grand L. Bush', 'Arthur Bremer', 'Jim Boeke', 'Keri-Anne Bilotta', 'Marcus Batton', 'Beth Aylward', 'Neil Armstrong', 'Markus Alexander', 'Todd Adamson', 'Rob Adams', 'Joe Abby']",4.14,nan,"['Drama', 'Comedy', 'Romance']",142,['USA'],English,['English'],"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.","['Paramount Pictures', 'The Steve Tisch Company', 'Wendy Finerman Productions']",3868337,287417,1348151,61000,6238,14869,7939,45866,37768,222436,208758,671687,304855,783219,2303635,https://letterboxd.com/film/forrest-gump/,https://letterboxd.com/films/ajax/popular/this/year/
Bird,2024,Andrea Arnold,"['Nykiya Adams', 'Franz Rogowski', 'Barry Keoghan', 'Jason Buda', 'Jasmine Jobson', 'Frankie Box', 'James Nelson-Joyce', 'Jason Williamson', 'Rhys Yates', 'Joanne Matthews', 'Calum Speed', 'Sarah Beth Harber', 'Kirsty J. Curtis', ""Carlos O'Connell""]",3.73,nan,"['Drama', 'Fantasy']",119,"['France', 'UK', 'USA']",English,['English'],"12-year-old Bailey lives with her single dad Bug and brother Hunter in a squat in North Kent. Bug doesn’t have much time for his kids, and Bailey, who is approaching puberty, seeks attention and adventure elsewhere.","['BBC Film', 'BFI', 'Access Entertainment', 'Pinky Promise', 'FirstGen Content', 'House Productions', 'Ad Vitam Production', 'ARTE France Cinéma']",48330,22112,15296,309,87,193,289,1152,1920,6057,8902,12752,4912,3381,39645,https://letterboxd.com/film/bird-2024/,https://letterboxd.com/films/ajax/popular/this/year/
The Count of Monte Cristo,2024,"Alexandre de La Patellière, Matthieu Delaporte","['Pierre Niney', 'Bastien Bouillon', 'Anaïs Demoustier', 'Anamaria Vartolomei', 'Laurent Lafitte', 'Pierfrancesco Favino', 'Patrick Mille', 'Vassili Schneider', 'Julien de Saint Jean', 'Julie de Bona', 'Adèle Simphal', 'Stéphane Varupenne', 'Marie Narbonne', 'Bruno Raffaelli', 'Abde Maziane', 'Amaya Ducellier', 'Oscar Lesage', 'Joachim Simon', 'Françoise Gazio', 'Axel Baille', 'Lily Dupont', 'Olivier Le Montagner', 'Jérémie Covillault', 'Bernard Blancan', 'Graziella Delerm', 'Xavier de Guillebon', 'Clémentine Baert', 'Florence Muller', 'Serge Bagdassarian', 'Jean-Louis Tribes', 'Laurent Dassault']",4.12,nan,"['Adventure', 'Drama', 'Action']",178,['France'],French,"['French', 'English', 'Italian', 'Romanian']","Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.","['Chapter 2', 'Fargo Films', 'Pathé', 'M6 Films']",178346,28128,70905,3200,166,364,383,1547,2690,9988,18942,46600,32019,45385,158084,https://letterboxd.com/film/the-count-of-monte-cristo-2024/,https://letterboxd.com/films/ajax/popular/this/year/
Perfect Days,2023,Wim Wenders,"['Koji Yakusho', 'Tokio Emoto', 'Arisa Nakano', 'Aoi Yamada', 'Yumi Asou', 'Sayuri Ishikawa', 'Tomokazu Miura', 'Min Tanaka', 'Miyako Tanaka', 'Ron Mizuma', 'Soraji Shibuya', 'Aoi Iwasaki', 'Kisuke Shimazaki', 'Yuriko Kawasaki', 'Aki Kobayashi', 'Bunmei Harada', 'Reina', 'Shunsuke Miura', 'Gan Furukawa', 'Atsushi Fukazawa', 'Taijirō Tamura', 'Masahiro Koumoto', 'Makiko Okamoto', 'Daigo Matsui', 'Nao Takahashi', 'Nari Saitô', 'Hiroto Oshita', 'Naoko Ken', 'Mijika Nagai', 'Motomi Makiguchi', 'Isao Matsui', 'Aoi Yoshida', 'Motoyuki Shibata', 'Inuko Inuyama', 'Moro Morooka', 'Morio Agata', 'Nijika Tonouchi', 'Yasushi Okuwa', 'Hairi Katagiri', 'Tateto Serizawa', 'Yoneko Matsukane', 'Tamae Ando']",4.29,nan,['Drama'],124,"['Germany', 'Japan']",Japanese,"['Japanese', 'English']","Hirayama is content with his life as a toilet cleaner in Tokyo. Outside of his structured routine, he cherishes music on cassette tapes, books, and taking photos of trees. Through unexpected encounters, he reflects on finding beauty in the world.","['Master Mind', 'Wenders Images']",550877,138006,254383,21000,466,1145,994,4472,6096,25872,46819,137482,98174,139865,461385,https://letterboxd.com/film/perfect-days-2023/,https://letterboxd.com/films/ajax/popular/this/year/
Pride & Prejudice,2005,Joe Wright,"['Keira Knightley', 'Matthew Macfadyen', 'Brenda Blethyn', 'Donald Sutherland', 'Tom Hollander', 'Rosamund Pike', 'Jena Malone', 'Judi Dench', 'Kelly Reilly', 'Claudie Blakley', 'Peter Wight', 'Penelope Wilton', 'Simon Woods', 'Rupert Friend', 'Carey Mulligan', 'Talulah Riley', 'Sylvester Morand', 'Pip Torrens', 'Janet Whiteside', 'Sinead Matthews', 'Roy Holder', 'Jay Simpson', 'Rosamund Stephen', 'Samantha Bloom', 'Cornelius Booth', 'Meg Wynn Owen', 'Tamzin Merchant', 'Moya Brady', 'Mark Arends', 'Bret Jones', 'Liam Thomas']",4.11,nan,"['Drama', 'Romance']",129,"['UK', 'France', 'USA']",English,['English'],"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.","['Universal Pictures', 'StudioCanal', 'Working Title Films', 'Scion Films']",1622344,257943,639823,101000,2645,6524,4124,22878,22334,102962,106027,261312,114669,424740,1068215,https://letterboxd.com/film/pride-prejudice/,https://letterboxd.com/films/ajax/popular/this/year/
Mean Girls,2004,Mark Waters,"['Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan', 'Lacey Chabert', 'Amanda Seyfried', 'Daniel Franzese', 'Jonathan Bennett', 'Rajiv Surendra', 'Tina Fey', 'Tim Meadows', 'Ana Gasteyer', 'Neil Flynn', 'Amy Poehler', 'Dwayne Hill', 'Diego Klattenhoff', 'Molly Shanahan', 'Elana Shilling', 'Graham Kartna', 'Ely Henry', 'David Aherne', 'Ayo Agbonkpolo', 'Jonathan Malen', 'Jeff Moser', 'Miranda Edwards', 'Les Porter', 'Eve Crawford', 'Jack Newman', 'Michelyn Emelle', 'Bathsheba Garnett', 'Ky Pham', 'Danielle Nguyen', 'Daniel DeSanto', 'Alisha Morrison', 'Chris Anton', 'Jan Caruana', 'Wai Choy', 'Julia Chantrey', 'Jacky Chamberlain', 'Olympia Lukis', 'Stefanie Drummond', 'Kristen Bone', 'Jessie Wright', 'Tyson Fennell', 'Stephan Dickson', 'Andreja Punkris', 'Noelle Boggio', 'Jordan Dawe', 'Alexandra Stapley', 'Laura de Carteret', 'Nicole Crimi', 'Erin Norah Thompson', 'Dan Willmott', 'Michelle Hoffman', 'Valerie Casault', 'Sharron Matthews', 'Jo Chim', 'Randi Lee Butcher', 'Erin Jarvis', 'Kaylen Christensen', 'Jill Morrison', 'David Sazant', 'Clare Preuss', 'Bruce Hunter', 'Megan Millington', 'Tara Shelley', 'Shannon Todd', 'David Reale', 'Krysta Carter']",3.84,nan,"['Comedy', 'Drama']",97,['USA'],English,"['English', 'Swahili', 'German', 'Vietnamese']","Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.","['Broadway Video', 'Paramount Pictures', 'M.G. Films']",3077337,243692,955464,25000,3097,8990,7357,45284,50854,276663,254295,547961,138077,463371,1795949,https://letterboxd.com/film/mean-girls/,https://letterboxd.com/films/ajax/popular/this/year/
Bram Stoker's Dracula,1992,Francis Ford Coppola,"['Gary Oldman', 'Winona Ryder', 'Anthony Hopkins', 'Keanu Reeves', 'Sadie Frost', 'Cary Elwes', 'Richard E. Grant', 'Billy Campbell', 'Tom Waits', 'Monica Bellucci', 'Florina Kendrick', 'Michaela Bercu', 'Jay Robinson', 'I.M. Hobson', 'Laurie Franks', 'Maud Winchester', 'Octavian Cadia', 'Robert Getz', 'Dagmar Stansova', 'Eniko Öss', 'Nancy Linehan Charles', 'Tatiana von Fürstenberg', 'Jules Sylvester', 'Hubert Wells', 'Daniel Newman', 'Honey Lauren', 'Judi Diamond', 'Robert Buckingham', 'Cully Fredricksen', 'Ele Bardha', 'Alain Blazevic', 'Mark Borkowski', 'Tina Cote', 'Christina Fulton', 'Jeffery Thomas Johnson', 'John F. Kearney', 'Paul Klar', 'Michael Laren', 'Adamo Palladino', 'Philip Pucci', 'Heidi Schooler', 'Damon Stout']",3.7,nan,"['Horror', 'Romance']",128,['USA'],English,"['English', 'Latin', 'Romanian', 'Bulgarian', 'Greek (modern)']","In 19th century England, Count Dracula travels to London and meets Mina Harker, a young woman who appears as the reincarnation of his lost love.","['American Zoetrope', 'Osiris Films', 'Columbia Pictures']",503694,137494,145815,7800,1145,2943,3024,12899,16598,54758,65764,96714,34276,47369,335490,https://letterboxd.com/film/bram-stokers-dracula/,https://letterboxd.com/films/ajax/popular/this/year/
Kill Bill: Vol. 1,2003,Quentin Tarantino,"['Uma Thurman', 'Lucy Liu', 'Vivica A. Fox', 'Daryl Hannah', 'David Carradine', 'Michael Madsen', 'Julie Dreyfus', 'Chiaki Kuriyama', 'Sonny Chiba', 'Gordon Liu Chia-Hui', 'Michael Parks', 'Michael Bowen', 'Jun Kunimura', 'Kenji Ohba', 'Yuki Kazamatsuri', 'James Parks', 'Sakichi Sato', 'Jonathan Loughran', 'Yoshiyuki Morishita', 'Tetsuro Shimaguchi', 'Kazuki Kitamura', 'Yoji Tanaka', 'Issey Takahashi', 'Sō Yamanaka', 'Juri Manase', 'Akaji Maro', 'Goro Daimon', 'Shun Sugata', 'Zhang Jinzhan', 'Hu Xiaohui', 'Ambrosia Kelley', 'Sachiko Fujii', 'Yoshiko Yamaguchi', 'Ronnie Yoshiko Fujiyama', 'Shu Lan Tuan', 'Ai Maeda', 'Naomi Kusumi', 'Hikaru Midorikawa']",4.2,nan,"['Crime', 'Action']",111,['USA'],English,"['English', 'Japanese', 'French']","An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.","['Miramax', 'A Band Apart', 'Super Cool ManChu']",2834179,343701,1086945,56000,2676,8085,4205,27623,24142,152240,173663,569424,284304,580190,1826552,https://letterboxd.com/film/kill-bill-vol-1/,https://letterboxd.com/films/ajax/popular/this/year/
I’m Still Here,2024,Walter Salles,"['Fernanda Torres', 'Selton Mello', 'Fernanda Montenegro', 'Valentina Herszage', 'Luiza Kozovski', 'Bárbara Luz', 'Guilherme Silveira', 'Cora Ramalho', 'Dan Stulbach', 'Maeve Jinkings', 'Humberto Carrão', 'Pri Helena', 'Carla Ribas', 'Maitê Padilha', 'Camila Márdila', 'Thelmo Fernandes', 'Olívia Torres', 'Antonio Saboia', 'Maria Manoella', 'Marjorie Estiano', 'Gabriela Carneiro da Cunha', 'Helena Albergaria', 'Daniel Dantas', 'Charles Fricks', 'Luiz Bertazzo', 'Caio Horowicz', 'Lourinelson Vladmir', 'Augusto Trainotti', 'Daniel Pereira', 'Bernardo Bibancos', 'Tainá Andrade', 'Aguida Aguiar', 'Daniel Ericsson', 'Renan Lima']",4.38,nan,"['Drama', 'History']",137,"['Brazil', 'France']",Portuguese,['Portuguese'],"In the early 1970s, the military dictatorship in Brazil reaches its height. The Paiva family - Rubens, Eunice, and their five children - live in a beachside house in Rio, open to all their friends. One day, Rubens is taken for questioning and does not return.","['VideoFilmes', 'MACT Productions', 'RT Features', 'ARTE France Cinéma', 'Conspiração Filmes', 'Canal+', 'Ciné+', 'Globoplay']",219286,38474,140217,6000,104,116,82,338,583,2341,4509,18715,22476,158768,208032,https://letterboxd.com/film/im-still-here-2024/,https://letterboxd.com/films/ajax/popular/this/year/
Arrival,2016,Denis Villeneuve,"['Amy Adams', 'Jeremy Renner', 'Forest Whitaker', 'Michael Stuhlbarg', ""Mark O'Brien"", 'Tzi Ma', 'Abigail Pniowsky', 'Julia Scarlett Dan', 'Jadyn Malone', 'Frank Schorpion', 'Lucas Chartier-Dessert', 'Christian Jadah', 'Lucy Van Oldenbarneveld', 'Andrew Shaver', 'Pat Kiely', 'Sonia Vigneault', 'Mark Camacho', 'Sabrina Reeves', 'Julian Casey', 'Tony Robinow', 'Larry Day', 'Matthew Willson', 'Ruth Chiang', 'Russell Yuen', 'Sergiy Marchenko', 'Anana Rydvald', 'Bineyam Girma', 'Abdelghafour Elaaziz', 'Abdul Ayoola', 'Alex M. Yeuh', 'Daniel Esteban', 'Albert Kwan', 'Brittany Teo', 'Joe Cobden', 'Lorne Brass', 'Genevieve Sirois', 'Victor Andres Trelles Turgeon', 'Michael Nangreaves', 'Reda Guerinik', 'Adrien Benn', 'Sasha Samar', 'Kathleen Stavert', 'Kattia Thony', 'Leisa Reid', 'Brent Skagford', 'Gurdeep Ahluwalia', 'Shawn Campbell', 'Brian Dunstan', 'Dan Duran', 'Lori Graham', 'Orla Johannes', 'John Sanford Moore', 'Sangita Patel', 'Hal Roberts', 'Camille Ross', 'Ola Sturik', 'Tammie Sutherland', 'Max Walker', 'Marc-André Goulet', 'Paul-Antoine Taillefer', 'Martin Jr Pelletier', 'Carmela Nozza Guizzo', 'Robert D. Morais', 'Mustafa Haidari', 'Philippe Hartmann', 'Laurean Adrian Parau', 'Nathaly Thibault', 'Leslie Baker', 'Dave Campbell', 'Alexander Da Mota', 'Akul Dang', 'Frank Fiola']",4.12,nan,"['Science Fiction', 'Mystery', 'Drama']",116,['USA'],English,"['English', 'Chinese', 'Russian']","Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.","['FilmNation Entertainment', 'Lava Bear Films', '21 Laps Entertainment']",2419561,314261,894125,50000,2674,9345,5222,38178,31616,172694,180165,508695,280912,435970,1665471,https://letterboxd.com/film/arrival-2016/,https://letterboxd.com/films/ajax/popular/this/year/
Get Out,2017,Jordan Peele,"['Daniel Kaluuya', 'Allison Williams', 'Catherine Keener', 'Bradley Whitford', 'Caleb Landry Jones', 'Marcus Henderson', 'Betty Gabriel', 'LaKeith Stanfield', 'Stephen Root', 'Lil Rel Howery', 'Ashley LeConte Campbell', 'John Wilmot', 'Caren L. Larkey', 'Julie Ann Doan', 'Rutherford Cravens', 'Geraldine Singer', 'Yasuhiko Oyama', 'Richard Herd', 'Erika Alexander', 'Jeronimo Spinx', 'Ian Casselberry', 'Trey Burvant', 'John Donohue', 'Sean Paul Braud', 'Zailand Adams', 'Keegan-Michael Key', 'Jordan Peele', 'Evan Shafran', 'Tahj Vaughans']",4.15,nan,"['Horror', 'Mystery', 'Thriller']",104,['USA'],English,['English'],"Chris and his girlfriend Rose go upstate to visit her parents for the weekend. At first, Chris reads the family's overly accommodating behavior as nervous attempts to deal with their daughter's interracial relationship, but as the weekend progresses, a series of increasingly disturbing discoveries lead him to a truth that he never could have imagined.","['Monkeypaw Productions', 'Blumhouse Productions', 'QC Entertainment']",4052050,429201,1747687,31000,3150,9395,5606,38153,35713,247055,279419,944060,436633,879107,2878291,https://letterboxd.com/film/get-out-2017/,https://letterboxd.com/films/ajax/popular/this/year/
